InvoiceID,RentTime,TotalPrice,PaymentMethod,CreateTime,Status,BookingID,DiscountID,CourtID,CID
INV00380,2024-05-26 18:52:16,2187970,Tiền mặt,2024-05-26 18:52:16,Chưa thanh toán,BKG01073,DSC005,CRT0015,EMP0019
INV00381,2024-01-06 03:42:25,1568647,Thẻ,2024-01-06 03:42:25,Hủy,BKG00258,DSC019,CRT0060,EMP0085
INV00382,2024-11-03 22:49:59,834604,Tiền mặt,2024-11-03 22:49:59,Chưa thanh toán,BKG00139,DSC023,CRT0007,EMP0012
INV00383,2024-10-20 11:35:53,1582152,Tiền mặt,2024-10-20 11:35:53,Hủy,BKG00615,DSC039,CRT0056,EMP0096
INV00384,2024-04-24 02:28:42,796473,Chuyển khoản,2024-04-24 02:28:42,Đã thanh toán,BKG01183,DSC043,CRT0019,EMP0009
INV00385,2024-08-07 07:32:39,1981064,Chuyển khoản,2024-08-07 07:32:39,Chưa thanh toán,BKG00075,DSC040,CRT0047,EMP0088
INV00386,2024-04-05 21:17:54,2439675,Ví điện tử,2024-04-05 21:17:54,Đã thanh toán,BKG00917,DSC035,CRT0044,EMP0054
INV00387,2024-11-27 02:39:33,1904414,Thẻ,2024-11-27 02:39:33,Chưa thanh toán,BKG00794,DSC003,CRT0054,EMP0022
INV00388,2024-12-13 06:57:20,947301,Chuyển khoản,2024-12-13 06:57:20,Hủy,BKG00635,DSC050,CRT0002,EMP0083
INV00389,2024-08-25 15:15:57,2072936,Thẻ,2024-08-25 15:15:57,Đã thanh toán,BKG00447,DSC036,CRT0035,EMP0060
INV00390,2024-09-16 20:39:39,2836684,Chuyển khoản,2024-09-16 20:39:39,Đã thanh toán,BKG00044,DSC013,CRT0034,EMP0013
INV00391,2024-04-02 17:56:51,775618,Ví điện tử,2024-04-02 17:56:51,Hủy,BKG01165,DSC045,CRT0043,EMP0027
INV00392,2024-01-04 07:26:40,856486,Chuyển khoản,2024-01-04 07:26:40,Chưa thanh toán,BKG00783,DSC025,CRT0016,EMP0066
INV00393,2024-07-02 06:38:53,613417,Thẻ,2024-07-02 06:38:53,Chưa thanh toán,BKG00633,DSC023,CRT0036,EMP0011
INV00394,2024-03-27 09:29:45,1036432,Ví điện tử,2024-03-27 09:29:45,Chưa thanh toán,BKG00160,DSC007,CRT0053,EMP0061
INV00395,2024-05-12 11:28:14,1935904,Ví điện tử,2024-05-12 11:28:14,Chưa thanh toán,BKG00832,DSC029,CRT0054,EMP0058
INV00396,2024-08-18 06:22:28,672921,Chuyển khoản,2024-08-18 06:22:28,Chưa thanh toán,BKG01145,DSC046,CRT0036,EMP0078
INV00397,2024-12-05 15:36:05,1054912,Thẻ,2024-12-05 15:36:05,Đã thanh toán,BKG00320,DSC004,CRT0034,EMP0057
INV00398,2024-04-14 18:52:04,240494,Chuyển khoản,2024-04-14 18:52:04,Chưa thanh toán,BKG01032,DSC023,CRT0040,EMP0097
INV00399,2024-09-20 22:06:11,154271,Ví điện tử,2024-09-20 22:06:11,Đã thanh toán,BKG00856,DSC014,CRT0001,EMP0049
INV00400,2024-07-24 18:41:40,2122386,Ví điện tử,2024-07-24 18:41:40,Hủy,BKG00348,DSC008,CRT0018,EMP0098
INV00401,2024-12-26 17:11:16,833866,Ví điện tử,2024-12-26 17:11:16,Chưa thanh toán,BKG00663,DSC025,CRT0022,EMP0097
INV00402,2024-03-14 12:48:12,1798170,Ví điện tử,2024-03-14 12:48:12,Đã thanh toán,BKG01181,DSC019,CRT0054,EMP0054
INV00403,2024-09-28 01:57:27,1624580,Ví điện tử,2024-09-28 01:57:27,Đã thanh toán,BKG00634,DSC007,CRT0021,EMP0030
INV00404,2024-10-24 07:08:23,845319,Thẻ,2024-10-24 07:08:23,Hủy,BKG00909,DSC023,CRT0047,EMP0039
INV00405,2024-11-10 21:54:17,2273521,Chuyển khoản,2024-11-10 21:54:17,Hủy,BKG00300,DSC035,CRT0055,EMP0042
INV00406,2024-06-11 19:47:43,2845990,Tiền mặt,2024-06-11 19:47:43,Hủy,BKG01175,DSC039,CRT0004,EMP0091
INV00407,2024-05-21 20:50:44,537165,Thẻ,2024-05-21 20:50:44,Hủy,BKG00211,DSC049,CRT0053,EMP0015
INV00408,2024-06-17 01:48:27,2097844,Thẻ,2024-06-17 01:48:27,Chưa thanh toán,BKG00476,DSC016,CRT0035,EMP0111
INV00409,2024-05-04 04:26:39,2029157,Ví điện tử,2024-05-04 04:26:39,Chưa thanh toán,BKG00588,DSC028,CRT0048,EMP0054
INV00410,2024-09-09 01:12:22,1644633,Tiền mặt,2024-09-09 01:12:22,Hủy,BKG00848,DSC004,CRT0049,EMP0111
INV00411,2024-07-30 12:00:14,948397,Chuyển khoản,2024-07-30 12:00:14,Đã thanh toán,BKG00430,DSC033,CRT0005,EMP0111
INV00412,2024-06-17 12:24:29,1457322,Ví điện tử,2024-06-17 12:24:29,Đã thanh toán,BKG00124,DSC045,CRT0012,EMP0098
INV00413,2024-07-16 17:34:46,1896529,Thẻ,2024-07-16 17:34:46,Hủy,BKG00510,DSC004,CRT0059,EMP0081
INV00414,2024-10-16 12:59:20,1543270,Chuyển khoản,2024-10-16 12:59:20,Hủy,BKG00416,DSC025,CRT0045,EMP0031
INV00415,2024-08-12 12:07:53,732206,Thẻ,2024-08-12 12:07:53,Chưa thanh toán,BKG00616,DSC016,CRT0040,EMP0114
INV00416,2024-04-18 07:30:11,1446469,Thẻ,2024-04-18 07:30:11,Đã thanh toán,BKG00110,DSC029,CRT0022,EMP0010
INV00417,2024-10-07 13:53:02,2073457,Tiền mặt,2024-10-07 13:53:02,Hủy,BKG00274,DSC034,CRT0026,EMP0025
INV00418,2024-03-19 15:42:50,797042,Ví điện tử,2024-03-19 15:42:50,Chưa thanh toán,BKG00298,DSC018,CRT0030,EMP0012
INV00419,2024-09-15 07:06:42,2303413,Ví điện tử,2024-09-15 07:06:42,Hủy,BKG00799,DSC048,CRT0050,EMP0021
INV00420,2024-12-29 07:43:28,2040675,Chuyển khoản,2024-12-29 07:43:28,Chưa thanh toán,BKG00514,DSC048,CRT0031,EMP0054
INV00421,2024-09-02 16:12:56,2068776,Thẻ,2024-09-02 16:12:56,Hủy,BKG00429,DSC002,CRT0044,EMP0072
INV00422,2024-04-18 09:29:10,2069577,Chuyển khoản,2024-04-18 09:29:10,Đã thanh toán,BKG00910,DSC036,CRT0049,EMP0112
INV00423,2024-07-23 12:21:20,502580,Chuyển khoản,2024-07-23 12:21:20,Chưa thanh toán,BKG00388,DSC037,CRT0059,EMP0016
INV00424,2024-10-08 03:16:27,2498769,Chuyển khoản,2024-10-08 03:16:27,Hủy,BKG00185,DSC018,CRT0050,EMP0102
INV00425,2024-03-27 13:46:01,685096,Ví điện tử,2024-03-27 13:46:01,Chưa thanh toán,BKG00002,DSC033,CRT0056,EMP0098
INV00426,2024-05-15 08:25:08,1109371,Tiền mặt,2024-05-15 08:25:08,Hủy,BKG01188,DSC044,CRT0017,EMP0112
INV00427,2024-05-20 00:23:25,1251649,Chuyển khoản,2024-05-20 00:23:25,Đã thanh toán,BKG00754,DSC022,CRT0018,EMP0009
INV00428,2024-07-28 05:43:16,2322297,Tiền mặt,2024-07-28 05:43:16,Chưa thanh toán,BKG00176,DSC016,CRT0017,EMP0099
INV00429,2024-12-11 20:26:12,1074095,Chuyển khoản,2024-12-11 20:26:12,Chưa thanh toán,BKG00824,DSC023,CRT0015,EMP0004
INV00430,2024-07-15 03:44:44,731924,Thẻ,2024-07-15 03:44:44,Hủy,BKG00973,DSC028,CRT0013,EMP0042
INV00431,2024-01-04 12:33:11,1393320,Ví điện tử,2024-01-04 12:33:11,Đã thanh toán,BKG01187,DSC029,CRT0053,EMP0097
INV00432,2024-06-21 01:19:41,520528,Ví điện tử,2024-06-21 01:19:41,Hủy,BKG01032,DSC028,CRT0038,EMP0092
INV00433,2024-02-24 02:11:59,487463,Thẻ,2024-02-24 02:11:59,Chưa thanh toán,BKG00303,DSC013,CRT0050,EMP0095
INV00434,2024-07-22 16:46:43,1852490,Thẻ,2024-07-22 16:46:43,Đã thanh toán,BKG01106,DSC012,CRT0027,EMP0117
INV00435,2024-04-23 11:14:30,2721888,Tiền mặt,2024-04-23 11:14:30,Hủy,BKG00611,DSC014,CRT0029,EMP0050
INV00436,2024-09-21 02:50:10,2297192,Chuyển khoản,2024-09-21 02:50:10,Đã thanh toán,BKG00359,DSC035,CRT0014,EMP0003
INV00437,2024-07-30 09:56:31,1942818,Thẻ,2024-07-30 09:56:31,Đã thanh toán,BKG01067,DSC012,CRT0039,EMP0102
INV00438,2024-06-30 07:10:39,2886610,Ví điện tử,2024-06-30 07:10:39,Chưa thanh toán,BKG00805,DSC014,CRT0014,EMP0010
INV00439,2024-04-04 19:03:20,168980,Tiền mặt,2024-04-04 19:03:20,Đã thanh toán,BKG00602,DSC036,CRT0025,EMP0006
INV00440,2024-03-02 05:50:46,1753107,Chuyển khoản,2024-03-02 05:50:46,Chưa thanh toán,BKG01053,DSC010,CRT0050,EMP0002
INV00441,2024-09-29 05:46:54,1799639,Thẻ,2024-09-29 05:46:54,Hủy,BKG00101,DSC020,CRT0033,EMP0106
INV00442,2024-07-13 00:42:00,1279806,Ví điện tử,2024-07-13 00:42:00,Chưa thanh toán,BKG00166,DSC037,CRT0041,EMP0012
INV00443,2024-04-08 16:38:09,2834677,Tiền mặt,2024-04-08 16:38:09,Chưa thanh toán,BKG00456,DSC046,CRT0055,EMP0088
INV00444,2024-02-06 21:37:31,356117,Chuyển khoản,2024-02-06 21:37:31,Đã thanh toán,BKG00201,DSC046,CRT0025,EMP0053
INV00445,2024-06-16 14:10:39,850460,Thẻ,2024-06-16 14:10:39,Đã thanh toán,BKG00295,DSC049,CRT0034,EMP0036
INV00446,2024-04-28 20:22:44,403544,Thẻ,2024-04-28 20:22:44,Đã thanh toán,BKG00006,DSC019,CRT0035,EMP0082
INV00447,2024-08-26 23:12:40,1686967,Thẻ,2024-08-26 23:12:40,Chưa thanh toán,BKG00334,DSC010,CRT0058,EMP0074
INV00448,2024-10-23 15:12:11,536593,Ví điện tử,2024-10-23 15:12:11,Chưa thanh toán,BKG00004,DSC041,CRT0033,EMP0040
INV00449,2024-01-15 03:08:01,1704949,Tiền mặt,2024-01-15 03:08:01,Chưa thanh toán,BKG00850,DSC047,CRT0048,EMP0006
INV00450,2024-12-02 10:32:54,1733538,Tiền mặt,2024-12-02 10:32:54,Hủy,BKG00607,DSC001,CRT0027,EMP0076
INV00451,2024-02-10 08:27:15,1954710,Tiền mặt,2024-02-10 08:27:15,Hủy,BKG00688,DSC017,CRT0013,EMP0066
INV00452,2024-05-27 11:23:07,662446,Ví điện tử,2024-05-27 11:23:07,Đã thanh toán,BKG00569,DSC020,CRT0005,EMP0004
INV00453,2024-08-31 07:16:38,2161947,Ví điện tử,2024-08-31 07:16:38,Chưa thanh toán,BKG01115,DSC035,CRT0019,EMP0041
INV00454,2024-11-25 11:22:53,718665,Chuyển khoản,2024-11-25 11:22:53,Hủy,BKG00882,DSC005,CRT0023,EMP0008
INV00455,2024-04-16 08:03:10,741209,Thẻ,2024-04-16 08:03:10,Đã thanh toán,BKG01075,DSC014,CRT0037,EMP0025
INV00456,2024-10-15 08:56:06,1166376,Tiền mặt,2024-10-15 08:56:06,Hủy,BKG00944,DSC001,CRT0005,EMP0103
INV00457,2024-12-25 05:40:08,164221,Thẻ,2024-12-25 05:40:08,Chưa thanh toán,BKG00951,DSC044,CRT0049,EMP0022
INV00458,2024-03-06 14:32:54,1122918,Tiền mặt,2024-03-06 14:32:54,Đã thanh toán,BKG00053,DSC043,CRT0023,EMP0082
INV00459,2024-06-17 10:34:25,1964395,Chuyển khoản,2024-06-17 10:34:25,Chưa thanh toán,BKG00518,DSC007,CRT0035,EMP0044
INV00460,2024-09-12 04:13:33,935507,Tiền mặt,2024-09-12 04:13:33,Đã thanh toán,BKG00250,DSC050,CRT0032,EMP0098
INV00461,2024-06-25 17:40:05,2511351,Tiền mặt,2024-06-25 17:40:05,Chưa thanh toán,BKG00649,DSC049,CRT0023,EMP0033
INV00462,2024-08-06 14:40:16,2416947,Chuyển khoản,2024-08-06 14:40:16,Chưa thanh toán,BKG00340,DSC045,CRT0019,EMP0097
INV00463,2024-01-03 05:56:04,854566,Chuyển khoản,2024-01-03 05:56:04,Chưa thanh toán,BKG01125,DSC033,CRT0005,EMP0046
INV00464,2024-07-16 16:19:37,2560000,Ví điện tử,2024-07-16 16:19:37,Đã thanh toán,BKG00726,DSC044,CRT0009,EMP0015
INV00465,2024-07-31 15:28:22,115038,Ví điện tử,2024-07-31 15:28:22,Chưa thanh toán,BKG00324,DSC008,CRT0027,EMP0078
INV00466,2024-05-09 18:38:16,290786,Chuyển khoản,2024-05-09 18:38:16,Hủy,BKG00117,DSC021,CRT0031,EMP0095
INV00467,2024-02-22 18:24:35,1268354,Thẻ,2024-02-22 18:24:35,Chưa thanh toán,BKG00130,DSC048,CRT0015,EMP0114
INV00468,2024-01-22 00:57:56,1136265,Chuyển khoản,2024-01-22 00:57:56,Đã thanh toán,BKG00346,DSC045,CRT0024,EMP0006
INV00469,2024-04-07 07:47:03,2618067,Chuyển khoản,2024-04-07 07:47:03,Hủy,BKG00312,DSC026,CRT0051,EMP0031
INV00470,2024-04-19 09:46:09,1340204,Ví điện tử,2024-04-19 09:46:09,Đã thanh toán,BKG00476,DSC004,CRT0031,EMP0083
INV00471,2024-04-09 18:23:41,982845,Chuyển khoản,2024-04-09 18:23:41,Hủy,BKG01197,DSC039,CRT0038,EMP0035
INV00472,2024-08-06 07:32:45,1594692,Chuyển khoản,2024-08-06 07:32:45,Chưa thanh toán,BKG01075,DSC048,CRT0002,EMP0025
INV00473,2024-07-22 00:15:38,1823384,Thẻ,2024-07-22 00:15:38,Hủy,BKG00522,DSC041,CRT0053,EMP0013
INV00474,2024-06-08 19:07:44,2848781,Tiền mặt,2024-06-08 19:07:44,Hủy,BKG00263,DSC016,CRT0038,EMP0084
INV00475,2024-05-04 00:18:34,185369,Thẻ,2024-05-04 00:18:34,Hủy,BKG00118,DSC022,CRT0049,EMP0107
INV00476,2024-07-17 12:20:01,2178602,Tiền mặt,2024-07-17 12:20:01,Đã thanh toán,BKG00217,DSC043,CRT0022,EMP0075
INV00477,2024-02-15 19:04:46,2436620,Chuyển khoản,2024-02-15 19:04:46,Chưa thanh toán,BKG00433,DSC009,CRT0030,EMP0063
INV00478,2024-01-24 01:13:05,2676514,Thẻ,2024-01-24 01:13:05,Đã thanh toán,BKG00990,DSC004,CRT0017,EMP0037
INV00479,2024-08-10 07:02:29,2997729,Tiền mặt,2024-08-10 07:02:29,Đã thanh toán,BKG01164,DSC015,CRT0007,EMP0089
INV00480,2024-02-18 11:54:42,2131826,Thẻ,2024-02-18 11:54:42,Đã thanh toán,BKG00021,DSC017,CRT0002,EMP0026
INV00481,2024-06-02 04:51:46,2314061,Ví điện tử,2024-06-02 04:51:46,Đã thanh toán,BKG01033,DSC044,CRT0045,EMP0036
INV00482,2024-09-18 20:04:41,2141633,Thẻ,2024-09-18 20:04:41,Hủy,BKG00427,DSC049,CRT0031,EMP0038
INV00483,2024-05-26 22:34:34,1798111,Chuyển khoản,2024-05-26 22:34:34,Đã thanh toán,BKG00011,DSC025,CRT0029,EMP0018
INV00484,2024-05-26 23:22:05,343483,Ví điện tử,2024-05-26 23:22:05,Đã thanh toán,BKG00599,DSC050,CRT0055,EMP0113
INV00485,2024-02-10 05:02:02,720672,Tiền mặt,2024-02-10 05:02:02,Chưa thanh toán,BKG01144,DSC001,CRT0007,EMP0070
INV00486,2024-06-18 11:08:11,2267440,Chuyển khoản,2024-06-18 11:08:11,Đã thanh toán,BKG00432,DSC039,CRT0033,EMP0082
INV00487,2024-11-22 07:10:31,656830,Thẻ,2024-11-22 07:10:31,Chưa thanh toán,BKG01093,,CRT0044,EMP0075
INV00488,2024-04-28 21:23:44,1005739,Tiền mặt,2024-04-28 21:23:44,Đã thanh toán,BKG00506,DSC038,CRT0050,EMP0047
INV00489,2024-01-08 01:46:18,673497,Thẻ,2024-01-08 01:46:18,Chưa thanh toán,BKG00673,DSC026,CRT0031,EMP0057
INV00490,2024-09-24 22:42:54,1905894,Tiền mặt,2024-09-24 22:42:54,Chưa thanh toán,BKG01149,DSC027,CRT0019,EMP0072
INV00491,2024-09-15 19:39:55,513756,Tiền mặt,2024-09-15 19:39:55,Đã thanh toán,BKG00403,DSC028,CRT0026,EMP0061
INV00492,2024-05-02 08:56:05,726921,Thẻ,2024-05-02 08:56:05,Chưa thanh toán,BKG01134,DSC017,CRT0005,EMP0032
INV00493,2024-07-08 07:41:12,1716793,Chuyển khoản,2024-07-08 07:41:12,Hủy,BKG00321,DSC018,CRT0040,EMP0107
INV00494,2024-03-26 12:32:21,147915,Thẻ,2024-03-26 12:32:21,Chưa thanh toán,BKG00733,DSC014,CRT0016,EMP0077
INV00495,2024-10-14 13:56:02,1765690,Thẻ,2024-10-14 13:56:02,Chưa thanh toán,BKG01069,DSC003,CRT0042,EMP0069
INV00496,2024-03-11 05:33:18,2616951,Thẻ,2024-03-11 05:33:18,Hủy,BKG00959,DSC036,CRT0057,EMP0031
INV00497,2024-12-01 23:05:42,226647,Ví điện tử,2024-12-01 23:05:42,Hủy,BKG00173,DSC006,CRT0017,EMP0080
INV00498,2024-04-28 06:53:41,2009654,Chuyển khoản,2024-04-28 06:53:41,Hủy,BKG00558,DSC022,CRT0047,EMP0063
INV00499,2024-12-03 15:39:32,2843928,Tiền mặt,2024-12-03 15:39:32,Hủy,BKG00949,DSC029,CRT0003,EMP0036
INV00500,2024-06-10 22:49:27,2024434,Thẻ,2024-06-10 22:49:27,Đã thanh toán,BKG00139,DSC035,CRT0039,EMP0040
INV00501,2024-11-30 01:31:47,1510930,Ví điện tử,2024-11-30 01:31:47,Chưa thanh toán,BKG00982,DSC037,CRT0029,EMP0030
INV00502,2024-10-29 20:13:05,231361,Thẻ,2024-10-29 20:13:05,Chưa thanh toán,BKG00411,DSC043,CRT0050,EMP0088
INV00503,2024-05-13 06:08:19,2071918,Tiền mặt,2024-05-13 06:08:19,Chưa thanh toán,BKG00823,DSC014,CRT0035,EMP0116
INV00504,2024-07-20 12:23:38,184634,Ví điện tử,2024-07-20 12:23:38,Đã thanh toán,BKG00225,DSC019,CRT0046,EMP0087
INV00505,2024-06-15 17:30:07,2721018,Tiền mặt,2024-06-15 17:30:07,Đã thanh toán,BKG00570,DSC041,CRT0057,EMP0028
INV00506,2024-11-28 05:43:02,777577,Ví điện tử,2024-11-28 05:43:02,Hủy,BKG01030,DSC007,CRT0043,EMP0102
INV00507,2024-06-25 06:52:18,386699,Tiền mặt,2024-06-25 06:52:18,Đã thanh toán,BKG00870,DSC044,CRT0060,EMP0074
INV00508,2024-05-04 09:10:35,2223578,Chuyển khoản,2024-05-04 09:10:35,Đã thanh toán,BKG00371,DSC030,CRT0015,EMP0053
INV00509,2024-10-23 09:30:59,394206,Thẻ,2024-10-23 09:30:59,Đã thanh toán,BKG00066,DSC008,CRT0017,EMP0069
INV00510,2024-08-03 21:39:32,1859843,Thẻ,2024-08-03 21:39:32,Đã thanh toán,BKG00227,DSC029,CRT0010,EMP0050
INV00511,2024-09-26 14:46:34,770304,Tiền mặt,2024-09-26 14:46:34,Chưa thanh toán,BKG00137,DSC036,CRT0036,EMP0019
INV00512,2024-11-25 21:52:41,2157490,Thẻ,2024-11-25 21:52:41,Hủy,BKG01152,DSC049,CRT0040,EMP0083
INV00513,2024-03-04 22:13:43,1183198,Ví điện tử,2024-03-04 22:13:43,Chưa thanh toán,BKG01193,DSC037,CRT0005,EMP0080
INV00514,2024-09-04 20:13:49,2322260,Thẻ,2024-09-04 20:13:49,Hủy,BKG00205,DSC019,CRT0047,EMP0090
INV00515,2024-08-05 13:59:43,1503978,Chuyển khoản,2024-08-05 13:59:43,Chưa thanh toán,BKG00396,DSC024,CRT0030,EMP0092
INV00516,2024-10-01 05:51:45,1266437,Chuyển khoản,2024-10-01 05:51:45,Chưa thanh toán,BKG00934,DSC014,CRT0058,EMP0054
INV00517,2024-07-24 16:20:39,1445805,Tiền mặt,2024-07-24 16:20:39,Đã thanh toán,BKG01159,DSC024,CRT0026,EMP0064
INV00518,2024-11-15 01:41:05,616979,Tiền mặt,2024-11-15 01:41:05,Đã thanh toán,BKG00524,DSC028,CRT0017,EMP0071
INV00519,2024-10-18 04:01:50,1381048,Thẻ,2024-10-18 04:01:50,Chưa thanh toán,BKG00010,DSC001,CRT0004,EMP0096
INV00520,2024-10-31 14:36:52,1964631,Chuyển khoản,2024-10-31 14:36:52,Chưa thanh toán,BKG00841,DSC024,CRT0003,EMP0020
INV00521,2024-01-20 18:34:22,1873388,Ví điện tử,2024-01-20 18:34:22,Chưa thanh toán,BKG00083,DSC020,CRT0029,EMP0099
INV00522,2024-08-14 22:11:06,1824379,Thẻ,2024-08-14 22:11:06,Hủy,BKG00331,DSC034,CRT0012,EMP0094
INV00523,2024-11-03 14:14:52,1381377,Thẻ,2024-11-03 14:14:52,Đã thanh toán,BKG00929,DSC010,CRT0060,EMP0027
INV00524,2024-08-16 14:59:30,2136013,Thẻ,2024-08-16 14:59:30,Chưa thanh toán,BKG00306,DSC037,CRT0058,EMP0111
INV00525,2024-11-05 12:13:35,2793064,Ví điện tử,2024-11-05 12:13:35,Đã thanh toán,BKG00984,DSC039,CRT0045,EMP0025
INV00526,2024-09-02 01:59:43,1449319,Ví điện tử,2024-09-02 01:59:43,Hủy,BKG00913,DSC018,CRT0047,EMP0047
INV00527,2024-09-29 17:24:39,2897584,Tiền mặt,2024-09-29 17:24:39,Chưa thanh toán,BKG00499,DSC047,CRT0043,EMP0062
INV00528,2024-11-22 00:46:40,1453143,Tiền mặt,2024-11-22 00:46:40,Đã thanh toán,BKG00293,DSC013,CRT0023,EMP0083
INV00529,2024-09-26 05:06:37,2178551,Chuyển khoản,2024-09-26 05:06:37,Hủy,BKG00247,DSC030,CRT0036,EMP0042
INV00530,2024-06-04 20:24:25,108482,Chuyển khoản,2024-06-04 20:24:25,Hủy,BKG00219,DSC050,CRT0031,EMP0038
INV00531,2024-01-08 18:36:19,1178712,Tiền mặt,2024-01-08 18:36:19,Chưa thanh toán,BKG00324,DSC004,CRT0023,EMP0049
INV00532,2024-04-23 23:46:40,607164,Ví điện tử,2024-04-23 23:46:40,Đã thanh toán,BKG00204,DSC013,CRT0027,EMP0088
INV00533,2024-06-29 12:41:58,1576909,Ví điện tử,2024-06-29 12:41:58,Chưa thanh toán,BKG00984,DSC010,CRT0050,EMP0001
INV00534,2024-03-01 11:41:27,1978547,Ví điện tử,2024-03-01 11:41:27,Chưa thanh toán,BKG00960,DSC037,CRT0007,EMP0057
INV00535,2024-10-14 21:18:58,1466484,Thẻ,2024-10-14 21:18:58,Chưa thanh toán,BKG00841,DSC001,CRT0056,EMP0102
INV00536,2024-09-27 09:59:33,2023168,Tiền mặt,2024-09-27 09:59:33,Hủy,BKG01167,DSC011,CRT0047,EMP0078
INV00537,2024-04-24 05:17:54,983568,Ví điện tử,2024-04-24 05:17:54,Hủy,BKG01122,DSC033,CRT0041,EMP0013
INV00538,2024-06-07 03:24:01,2037160,Chuyển khoản,2024-06-07 03:24:01,Đã thanh toán,BKG00278,DSC026,CRT0060,EMP0111
INV00539,2024-01-14 10:55:12,703294,Tiền mặt,2024-01-14 10:55:12,Đã thanh toán,BKG00713,DSC048,CRT0020,EMP0032
INV00540,2024-09-05 16:29:27,1073642,Thẻ,2024-09-05 16:29:27,Đã thanh toán,BKG00137,DSC037,CRT0021,EMP0066
INV00541,2024-04-15 21:50:00,2123719,Thẻ,2024-04-15 21:50:00,Đã thanh toán,BKG00688,DSC009,CRT0027,EMP0007
INV00542,2024-11-09 08:50:33,2060388,Chuyển khoản,2024-11-09 08:50:33,Đã thanh toán,BKG00323,DSC033,CRT0042,EMP0006
INV00543,2024-08-28 22:07:21,189936,Thẻ,2024-08-28 22:07:21,Chưa thanh toán,BKG00221,DSC026,CRT0021,EMP0091
INV00544,2024-09-14 12:45:35,875037,Tiền mặt,2024-09-14 12:45:35,Hủy,BKG00133,DSC026,CRT0016,EMP0033
INV00545,2024-08-30 06:32:31,2076627,Chuyển khoản,2024-08-30 06:32:31,Hủy,BKG00192,DSC015,CRT0056,EMP0018
INV00546,2024-01-22 12:34:42,1911770,Thẻ,2024-01-22 12:34:42,Đã thanh toán,BKG00900,DSC025,CRT0028,EMP0052
INV00547,2024-09-11 18:12:56,117845,Chuyển khoản,2024-09-11 18:12:56,Đã thanh toán,BKG00480,DSC021,CRT0048,EMP0082
INV00548,2024-03-01 21:13:23,2730708,Ví điện tử,2024-03-01 21:13:23,Hủy,BKG00234,DSC042,CRT0045,EMP0111
INV00549,2024-04-17 18:52:09,1028009,Ví điện tử,2024-04-17 18:52:09,Chưa thanh toán,BKG00459,DSC022,CRT0045,EMP0022
INV00550,2024-06-30 02:48:26,2407495,Tiền mặt,2024-06-30 02:48:26,Chưa thanh toán,BKG00025,DSC043,CRT0024,EMP0071
INV00551,2024-07-20 16:10:10,234310,Tiền mặt,2024-07-20 16:10:10,Chưa thanh toán,BKG00928,DSC022,CRT0015,EMP0024
INV00552,2024-05-26 20:44:37,1960516,Thẻ,2024-05-26 20:44:37,Đã thanh toán,BKG01148,DSC036,CRT0025,EMP0038
INV00553,2024-11-19 04:16:56,1661496,Tiền mặt,2024-11-19 04:16:56,Chưa thanh toán,BKG00838,DSC009,CRT0008,EMP0041
INV00554,2024-06-20 01:27:15,146701,Ví điện tử,2024-06-20 01:27:15,Chưa thanh toán,BKG00713,DSC048,CRT0043,EMP0047
INV00555,2024-05-21 10:18:41,756154,Ví điện tử,2024-05-21 10:18:41,Hủy,BKG00765,DSC040,CRT0003,EMP0072
INV00556,2024-07-10 08:24:30,1219612,Chuyển khoản,2024-07-10 08:24:30,Đã thanh toán,BKG00190,DSC019,CRT0009,EMP0099
INV00557,2024-12-26 13:11:14,2925409,Ví điện tử,2024-12-26 13:11:14,Hủy,BKG01194,DSC038,CRT0054,EMP0109
INV00558,2024-03-08 07:35:53,1433636,Ví điện tử,2024-03-08 07:35:53,Chưa thanh toán,BKG00814,DSC036,CRT0039,EMP0020
INV00559,2024-05-01 19:21:03,1907265,Chuyển khoản,2024-05-01 19:21:03,Đã thanh toán,BKG00072,DSC002,CRT0025,EMP0083
INV00560,2024-09-15 11:01:19,1550551,Ví điện tử,2024-09-15 11:01:19,Hủy,BKG00750,DSC005,CRT0006,EMP0062
INV00561,2024-05-21 01:33:50,416905,Thẻ,2024-05-21 01:33:50,Hủy,BKG00412,DSC038,CRT0031,EMP0113
INV00562,2024-05-09 22:28:10,1013853,Chuyển khoản,2024-05-09 22:28:10,Đã thanh toán,BKG00354,DSC005,CRT0030,EMP0103
INV00563,2024-10-24 04:28:19,1153517,Tiền mặt,2024-10-24 04:28:19,Hủy,BKG01086,DSC022,CRT0042,EMP0003
INV00564,2024-07-10 06:33:15,1874653,Thẻ,2024-07-10 06:33:15,Đã thanh toán,BKG00327,DSC045,CRT0008,EMP0026
INV00565,2024-10-23 10:25:04,474046,Tiền mặt,2024-10-23 10:25:04,Đã thanh toán,BKG00568,DSC026,CRT0044,EMP0049
INV00566,2024-02-27 17:57:23,1909970,Chuyển khoản,2024-02-27 17:57:23,Chưa thanh toán,BKG00687,DSC050,CRT0016,EMP0020
INV00567,2024-11-24 21:14:25,2931775,Ví điện tử,2024-11-24 21:14:25,Chưa thanh toán,BKG00536,,CRT0058,EMP0113
INV00568,2024-10-14 22:55:36,2937479,Thẻ,2024-10-14 22:55:36,Hủy,BKG00195,DSC033,CRT0001,EMP0014
