BookingID,CourtType,OrderDate,OrderTime,StartTime,EndTime,Status,CustomerID,SportCenterID,RID
BKG00376,Bóng đá,2024-01-24,12:22:01,2024-01-30 20:22:01,2024-01-30 21:22:01,Pending,CUS00462,CEN004,EMP0114
BKG00377,Bóng đá,2024-12-23,21:51:07,2024-12-26 22:51:07,2024-12-27 00:51:07,Pending,CUS00457,CEN001,EMP0114
BKG00378,Tennis,2024-09-23,03:00:04,2024-09-23 03:00:04,2024-09-23 05:00:04,Cancelled,CUS00204,CEN002,EMP0024
BKG00379,Bóng rổ,2024-11-20,07:58:57,2024-11-27 09:58:57,2024-11-27 11:58:57,Confirmed,CUS00386,CEN005,EMP0029
BKG00380,Bóng đá,2024-12-01,03:58:50,2024-12-08 05:58:50,2024-12-08 08:58:50,Confirmed,CUS00455,CEN004,EMP0031
BKG00381,Bóng đá,2024-07-28,16:31:26,2024-08-01 01:31:26,2024-08-01 02:31:26,Cancelled,CUS00408,CEN003,EMP0034
BKG00382,Bóng đá,2024-03-01,16:34:37,2024-03-07 01:34:37,2024-03-07 04:34:37,Cancelled,CUS00564,CEN003,EMP0014
BKG00383,Cầu lông,2024-10-13,16:09:02,2024-10-22 19:09:02,2024-10-22 20:09:02,Confirmed,CUS00718,CEN002,EMP0098
BKG00384,Bóng rổ,2024-03-10,23:25:16,2024-03-19 00:25:16,2024-03-19 01:25:16,Cancelled,CUS00121,CEN004,EMP0029
BKG00385,Tennis,2024-09-10,07:06:24,2024-09-10 11:06:24,2024-09-10 14:06:24,Confirmed,CUS00061,CEN002,EMP0107
BKG00386,Bóng rổ,2024-10-06,01:09:01,2024-10-12 08:09:01,2024-10-12 10:09:01,Cancelled,CUS00340,CEN002,EMP0059
BKG00387,Cầu lông,2024-08-02,18:00:18,2024-08-12 22:00:18,2024-08-13 00:00:18,Pending,CUS00603,CEN004,EMP0034
BKG00388,Tennis,2024-01-10,02:03:23,2024-01-17 02:03:23,2024-01-17 05:03:23,Cancelled,CUS00446,CEN003,EMP0105
BKG00389,Bóng đá,2024-06-11,14:31:41,2024-06-18 19:31:41,2024-06-18 21:31:41,Pending,CUS00174,CEN001,EMP0070
BKG00390,Bóng đá,2024-09-15,07:14:58,2024-09-16 16:14:58,2024-09-16 17:14:58,Cancelled,CUS00048,CEN002,EMP0024
BKG00391,Bóng đá,2024-12-17,02:59:37,2024-12-22 06:59:37,2024-12-22 07:59:37,Cancelled,CUS00034,CEN003,EMP0034
BKG00392,Bóng đá,2024-08-15,02:33:33,2024-08-18 04:33:33,2024-08-18 05:33:33,Confirmed,CUS00198,CEN002,EMP0027
BKG00393,Cầu lông,2024-01-03,13:08:55,2024-01-05 16:08:55,2024-01-05 18:08:55,Pending,CUS00042,CEN002,EMP0104
BKG00394,Tennis,2024-12-17,19:18:12,2024-12-28 00:18:12,2024-12-28 02:18:12,Pending,CUS00117,CEN005,EMP0114
BKG00395,Cầu lông,2024-05-11,03:04:33,2024-05-15 08:04:33,2024-05-15 11:04:33,Cancelled,CUS00035,CEN002,EMP0110
BKG00396,Bóng rổ,2024-08-13,14:20:10,2024-08-21 22:20:10,2024-08-22 01:20:10,Confirmed,CUS00712,CEN002,EMP0080
BKG00397,Cầu lông,2024-10-20,05:36:14,2024-10-23 08:36:14,2024-10-23 09:36:14,Confirmed,CUS00253,CEN004,EMP0118
BKG00398,Cầu lông,2024-08-17,22:43:48,2024-08-24 00:43:48,2024-08-24 01:43:48,Cancelled,CUS00028,CEN003,EMP0073
BKG00399,Cầu lông,2024-02-17,13:18:21,2024-02-19 17:18:21,2024-02-19 19:18:21,Pending,CUS00166,CEN005,EMP0008
BKG00400,Bóng rổ,2024-10-29,22:49:58,2024-11-04 07:49:58,2024-11-04 09:49:58,Confirmed,CUS00627,CEN005,EMP0079
BKG00401,Cầu lông,2024-01-22,22:04:33,2024-01-24 00:04:33,2024-01-24 01:04:33,Confirmed,CUS00412,CEN002,EMP0010
BKG00402,Bóng rổ,2024-06-27,13:30:49,2024-07-01 22:30:49,2024-07-02 00:30:49,Confirmed,CUS00164,CEN001,EMP0117
BKG00403,Bóng đá,2024-05-29,02:29:39,2024-05-31 11:29:39,2024-05-31 13:29:39,Cancelled,CUS00096,CEN005,EMP0027
BKG00404,Bóng rổ,2024-05-12,18:43:07,2024-05-21 19:43:07,2024-05-21 22:43:07,Pending,CUS00186,CEN004,EMP0058
BKG00405,Bóng đá,2024-09-30,00:20:51,2024-10-03 01:20:51,2024-10-03 03:20:51,Confirmed,CUS00238,CEN004,EMP0017
BKG00406,Bóng rổ,2024-11-28,00:54:22,2024-12-02 07:54:22,2024-12-02 09:54:22,Pending,CUS00684,CEN005,EMP0081
BKG00407,Bóng rổ,2024-04-07,19:38:26,2024-04-13 20:38:26,2024-04-13 21:38:26,Cancelled,CUS00027,CEN005,EMP0055
BKG00408,Bóng đá,2024-06-23,04:57:53,2024-06-26 04:57:53,2024-06-26 05:57:53,Cancelled,CUS00608,CEN002,EMP0085
BKG00409,Tennis,2024-05-02,11:47:17,2024-05-04 15:47:17,2024-05-04 16:47:17,Pending,CUS00171,CEN001,EMP0009
BKG00410,Tennis,2024-09-25,09:21:45,2024-09-28 14:21:45,2024-09-28 16:21:45,Pending,CUS00326,CEN001,EMP0035
BKG00411,Cầu lông,2024-10-06,12:58:43,2024-10-08 13:58:43,2024-10-08 16:58:43,Cancelled,CUS00108,CEN003,EMP0031
BKG00412,Bóng đá,2024-07-19,22:44:52,2024-07-27 05:44:52,2024-07-27 08:44:52,Confirmed,CUS00654,CEN002,EMP0034
BKG00413,Bóng rổ,2024-08-23,03:20:21,2024-08-25 08:20:21,2024-08-25 11:20:21,Cancelled,CUS00258,CEN002,EMP0020
BKG00414,Bóng đá,2024-07-13,20:21:15,2024-07-21 23:21:15,2024-07-22 02:21:15,Confirmed,CUS00644,CEN003,EMP0090
BKG00415,Bóng đá,2024-08-17,09:43:48,2024-08-19 09:43:48,2024-08-19 11:43:48,Cancelled,CUS00495,CEN004,EMP0006
BKG00416,Bóng rổ,2024-07-10,08:23:00,2024-07-20 14:23:00,2024-07-20 17:23:00,Pending,CUS00214,CEN002,EMP0097
BKG00417,Cầu lông,2024-08-16,17:03:17,2024-08-26 01:03:17,2024-08-26 03:03:17,Confirmed,CUS00098,CEN003,EMP0112
BKG00418,Bóng đá,2024-03-05,10:34:18,2024-03-10 17:34:18,2024-03-10 20:34:18,Cancelled,CUS00682,CEN003,EMP0056
BKG00419,Tennis,2024-01-23,06:21:17,2024-01-31 11:21:17,2024-01-31 14:21:17,Cancelled,CUS00368,CEN005,EMP0068
BKG00420,Cầu lông,2024-11-18,03:53:41,2024-11-26 05:53:41,2024-11-26 07:53:41,Cancelled,CUS00448,CEN004,EMP0018
BKG00421,Bóng rổ,2024-11-02,05:41:21,2024-11-04 05:41:21,2024-11-04 08:41:21,Cancelled,CUS00273,CEN004,EMP0062
BKG00422,Cầu lông,2024-09-12,17:18:43,2024-09-21 19:18:43,2024-09-21 21:18:43,Confirmed,CUS00222,CEN003,EMP0095
BKG00423,Tennis,2024-02-01,03:04:51,2024-02-10 09:04:51,2024-02-10 10:04:51,Cancelled,CUS00163,CEN002,EMP0024
BKG00424,Tennis,2024-01-04,08:22:14,2024-01-05 16:22:14,2024-01-05 17:22:14,Confirmed,CUS00747,CEN004,EMP0022
BKG00425,Tennis,2024-06-22,16:24:44,2024-06-25 00:24:44,2024-06-25 02:24:44,Pending,CUS00604,CEN003,EMP0113
BKG00426,Cầu lông,2024-09-07,22:15:58,2024-09-07 23:15:58,2024-09-08 00:15:58,Pending,CUS00252,CEN003,EMP0012
BKG00427,Tennis,2024-08-09,06:17:00,2024-08-18 08:17:00,2024-08-18 11:17:00,Pending,CUS00014,CEN005,EMP0090
BKG00428,Bóng rổ,2024-06-02,04:15:05,2024-06-04 11:15:05,2024-06-04 12:15:05,Pending,CUS00420,CEN004,EMP0001
BKG00429,Tennis,2024-12-22,17:36:25,2024-12-27 17:36:25,2024-12-27 20:36:25,Confirmed,CUS00441,CEN002,EMP0024
BKG00430,Bóng đá,2024-07-04,07:57:26,2024-07-08 17:57:26,2024-07-08 18:57:26,Pending,CUS00735,CEN002,EMP0079
BKG00431,Bóng đá,2024-01-20,09:07:21,2024-01-21 18:07:21,2024-01-21 19:07:21,Pending,CUS00380,CEN002,EMP0069
BKG00432,Cầu lông,2024-02-22,05:20:23,2024-02-24 09:20:23,2024-02-24 11:20:23,Pending,CUS00089,CEN005,EMP0029
BKG00433,Bóng rổ,2024-11-26,22:52:27,2024-11-26 22:52:27,2024-11-27 00:52:27,Pending,CUS00542,CEN002,EMP0060
BKG00434,Bóng rổ,2024-09-12,23:01:55,2024-09-13 04:01:55,2024-09-13 06:01:55,Confirmed,CUS00410,CEN001,EMP0119
BKG00435,Bóng rổ,2024-11-18,17:02:51,2024-11-19 00:02:51,2024-11-19 02:02:51,Pending,CUS00401,CEN003,EMP0028
BKG00436,Tennis,2024-01-05,00:13:14,2024-01-05 09:13:14,2024-01-05 11:13:14,Pending,CUS00475,CEN002,EMP0026
BKG00437,Tennis,2024-06-13,12:47:25,2024-06-14 19:47:25,2024-06-14 21:47:25,Cancelled,CUS00151,CEN002,EMP0087
BKG00438,Bóng đá,2024-03-20,20:12:01,2024-03-24 02:12:01,2024-03-24 03:12:01,Pending,CUS00659,CEN005,EMP0034
BKG00439,Tennis,2024-10-03,17:27:34,2024-10-04 23:27:34,2024-10-05 01:27:34,Pending,CUS00205,CEN001,EMP0050
BKG00440,Tennis,2024-04-17,04:42:34,2024-04-21 05:42:34,2024-04-21 08:42:34,Pending,CUS00471,CEN002,EMP0060
BKG00441,Bóng rổ,2024-09-12,17:35:36,2024-09-19 01:35:36,2024-09-19 03:35:36,Confirmed,CUS00431,CEN001,EMP0055
BKG00442,Cầu lông,2024-11-02,19:41:53,2024-11-07 04:41:53,2024-11-07 06:41:53,Pending,CUS00639,CEN001,EMP0105
BKG00443,Tennis,2024-12-07,18:11:23,2024-12-13 19:11:23,2024-12-13 21:11:23,Confirmed,CUS00349,CEN001,EMP0066
BKG00444,Bóng rổ,2024-01-08,16:17:45,2024-01-09 23:17:45,2024-01-10 02:17:45,Cancelled,CUS00579,CEN002,EMP0023
BKG00445,Tennis,2024-09-27,19:37:00,2024-09-29 19:37:00,2024-09-29 20:37:00,Confirmed,CUS00574,CEN002,EMP0057
BKG00446,Tennis,2024-04-13,12:58:23,2024-04-17 13:58:23,2024-04-17 15:58:23,Pending,CUS00225,CEN003,EMP0045
BKG00447,Bóng rổ,2024-10-30,06:33:36,2024-11-04 09:33:36,2024-11-04 12:33:36,Confirmed,CUS00587,CEN003,EMP0058
BKG00448,Bóng đá,2024-03-05,06:38:40,2024-03-10 10:38:40,2024-03-10 13:38:40,Confirmed,CUS00764,CEN002,EMP0049
BKG00449,Cầu lông,2024-06-11,08:14:37,2024-06-19 17:14:37,2024-06-19 18:14:37,Confirmed,CUS00705,CEN004,EMP0023
BKG00450,Cầu lông,2024-07-19,06:50:14,2024-07-25 10:50:14,2024-07-25 11:50:14,Cancelled,CUS00013,CEN001,EMP0077
BKG00451,Tennis,2024-03-29,05:03:56,2024-04-06 10:03:56,2024-04-06 13:03:56,Confirmed,CUS00494,CEN003,EMP0023
BKG00452,Bóng đá,2024-05-31,18:39:29,2024-06-04 21:39:29,2024-06-04 23:39:29,Cancelled,CUS00618,CEN001,EMP0107
BKG00453,Bóng đá,2024-08-13,20:26:55,2024-08-17 03:26:55,2024-08-17 06:26:55,Pending,CUS00269,CEN004,EMP0007
BKG00454,Tennis,2024-07-08,19:16:55,2024-07-19 05:16:55,2024-07-19 07:16:55,Cancelled,CUS00097,CEN003,EMP0029
BKG00455,Bóng rổ,2024-07-15,04:42:04,2024-07-23 08:42:04,2024-07-23 10:42:04,Pending,CUS00469,CEN001,EMP0051
BKG00456,Bóng rổ,2024-02-01,23:35:54,2024-02-10 06:35:54,2024-02-10 09:35:54,Confirmed,CUS00426,CEN003,EMP0115
BKG00457,Bóng rổ,2024-11-25,17:59:45,2024-12-02 19:59:45,2024-12-02 22:59:45,Confirmed,CUS00774,CEN002,EMP0052
BKG00458,Bóng đá,2024-05-22,19:36:47,2024-06-01 23:36:47,2024-06-02 02:36:47,Pending,CUS00532,CEN003,EMP0105
BKG00459,Bóng đá,2024-12-30,10:21:30,2024-12-30 12:21:30,2024-12-30 14:21:30,Confirmed,CUS00713,CEN002,EMP0074
BKG00460,Bóng đá,2024-01-05,07:23:38,2024-01-13 11:23:38,2024-01-13 13:23:38,Pending,CUS00715,CEN004,EMP0084
BKG00461,Bóng rổ,2024-01-08,22:27:26,2024-01-13 01:27:26,2024-01-13 03:27:26,Confirmed,CUS00771,CEN004,EMP0005
BKG00462,Tennis,2024-12-15,07:15:04,2024-12-15 10:15:04,2024-12-15 13:15:04,Pending,CUS00455,CEN003,EMP0118
BKG00463,Bóng rổ,2024-08-17,23:08:45,2024-08-26 02:08:45,2024-08-26 03:08:45,Pending,CUS00406,CEN004,EMP0083
BKG00464,Bóng rổ,2024-09-15,14:22:33,2024-09-18 14:22:33,2024-09-18 16:22:33,Confirmed,CUS00718,CEN001,EMP0071
BKG00465,Cầu lông,2024-03-12,02:01:22,2024-03-14 08:01:22,2024-03-14 10:01:22,Confirmed,CUS00589,CEN003,EMP0100
BKG00466,Bóng đá,2024-08-26,13:46:08,2024-08-26 21:46:08,2024-08-26 23:46:08,Cancelled,CUS00663,CEN005,EMP0056
BKG00467,Tennis,2024-03-25,16:11:12,2024-04-02 21:11:12,2024-04-03 00:11:12,Cancelled,CUS00048,CEN004,EMP0061
BKG00468,Cầu lông,2024-08-10,09:24:07,2024-08-16 12:24:07,2024-08-16 14:24:07,Cancelled,CUS00174,CEN005,EMP0089
BKG00469,Bóng rổ,2024-06-04,06:27:07,2024-06-04 11:27:07,2024-06-04 14:27:07,Confirmed,CUS00023,CEN003,EMP0074
BKG00470,Cầu lông,2024-02-23,23:33:49,2024-02-25 06:33:49,2024-02-25 07:33:49,Confirmed,CUS00664,CEN005,EMP0055
BKG00471,Bóng đá,2024-07-30,16:22:27,2024-08-06 02:22:27,2024-08-06 05:22:27,Confirmed,CUS00031,CEN004,EMP0051
BKG00472,Cầu lông,2024-03-13,13:16:46,2024-03-13 14:16:46,2024-03-13 16:16:46,Pending,CUS00592,CEN001,EMP0061
BKG00473,Cầu lông,2024-11-10,09:52:28,2024-11-19 18:52:28,2024-11-19 19:52:28,Cancelled,CUS00631,CEN001,EMP0087
BKG00474,Cầu lông,2024-07-09,12:08:46,2024-07-10 20:08:46,2024-07-10 21:08:46,Confirmed,CUS00720,CEN003,EMP0114
BKG00475,Cầu lông,2024-10-27,01:17:37,2024-10-30 08:17:37,2024-10-30 09:17:37,Confirmed,CUS00756,CEN001,EMP0069
BKG00476,Bóng rổ,2024-11-15,08:56:13,2024-11-19 17:56:13,2024-11-19 19:56:13,Pending,CUS00415,CEN005,EMP0038
BKG00477,Cầu lông,2024-01-12,17:32:59,2024-01-16 02:32:59,2024-01-16 05:32:59,Cancelled,CUS00681,CEN002,EMP0114
BKG00478,Bóng đá,2024-09-18,23:27:53,2024-09-22 04:27:53,2024-09-22 06:27:53,Cancelled,CUS00656,CEN005,EMP0089
BKG00479,Bóng đá,2024-02-13,20:48:51,2024-02-18 01:48:51,2024-02-18 04:48:51,Cancelled,CUS00429,CEN004,EMP0004
BKG00480,Bóng rổ,2024-08-20,13:21:17,2024-08-22 14:21:17,2024-08-22 17:21:17,Confirmed,CUS00552,CEN004,EMP0025
BKG00481,Bóng đá,2024-05-22,20:44:41,2024-05-27 05:44:41,2024-05-27 08:44:41,Pending,CUS00279,CEN002,EMP0072
BKG00482,Tennis,2024-09-12,19:25:33,2024-09-15 19:25:33,2024-09-15 22:25:33,Pending,CUS00711,CEN001,EMP0060
BKG00483,Bóng đá,2024-06-09,21:25:07,2024-06-17 05:25:07,2024-06-17 06:25:07,Confirmed,CUS00650,CEN004,EMP0083
BKG00484,Tennis,2024-09-14,14:37:29,2024-09-18 00:37:29,2024-09-18 01:37:29,Confirmed,CUS00661,CEN005,EMP0075
BKG00485,Bóng đá,2024-02-09,23:37:15,2024-02-16 09:37:15,2024-02-16 11:37:15,Cancelled,CUS00741,CEN002,EMP0116
BKG00486,Bóng đá,2024-05-07,14:28:18,2024-05-07 17:28:18,2024-05-07 19:28:18,Pending,CUS00118,CEN004,EMP0007
BKG00487,Cầu lông,2024-06-09,02:36:01,2024-06-19 06:36:01,2024-06-19 07:36:01,Confirmed,CUS00050,CEN002,EMP0004
BKG00488,Bóng đá,2024-07-20,00:12:29,2024-07-30 01:12:29,2024-07-30 03:12:29,Pending,CUS00412,CEN002,EMP0068
BKG00489,Cầu lông,2024-08-21,06:21:16,2024-08-27 14:21:16,2024-08-27 15:21:16,Cancelled,CUS00789,CEN003,EMP0107
BKG00490,Tennis,2024-11-23,04:10:40,2024-12-01 09:10:40,2024-12-01 10:10:40,Cancelled,CUS00020,CEN004,EMP0019
BKG00491,Tennis,2024-08-07,09:41:12,2024-08-09 19:41:12,2024-08-09 22:41:12,Confirmed,CUS00647,CEN003,EMP0012
BKG00492,Bóng đá,2024-06-11,16:52:54,2024-06-19 16:52:54,2024-06-19 18:52:54,Cancelled,CUS00702,CEN001,EMP0093
BKG00493,Bóng rổ,2024-11-29,10:32:29,2024-11-30 12:32:29,2024-11-30 14:32:29,Confirmed,CUS00402,CEN002,EMP0002
BKG00494,Bóng đá,2024-07-24,23:32:06,2024-07-26 23:32:06,2024-07-27 00:32:06,Cancelled,CUS00123,CEN004,EMP0008
BKG00495,Cầu lông,2024-12-24,09:24:05,2024-12-30 12:24:05,2024-12-30 15:24:05,Confirmed,CUS00288,CEN003,EMP0028
BKG00496,Tennis,2024-11-07,21:08:31,2024-11-17 03:08:31,2024-11-17 06:08:31,Cancelled,CUS00189,CEN003,EMP0043
BKG00497,Bóng rổ,2024-12-15,12:31:02,2024-12-15 13:31:02,2024-12-15 14:31:02,Pending,CUS00754,CEN003,EMP0104
BKG00498,Cầu lông,2024-04-25,19:57:10,2024-04-28 05:57:10,2024-04-28 07:57:10,Pending,CUS00418,CEN005,EMP0003
BKG00499,Bóng đá,2024-12-30,14:08:16,2025-01-01 17:08:16,2025-01-01 19:08:16,Confirmed,CUS00255,CEN001,EMP0024
BKG00500,Tennis,2024-08-09,07:37:52,2024-08-16 13:37:52,2024-08-16 16:37:52,Pending,CUS00256,CEN005,EMP0049
BKG00501,Bóng rổ,2024-01-01,07:10:08,2024-01-03 11:10:08,2024-01-03 12:10:08,Confirmed,CUS00326,CEN002,EMP0109
BKG00502,Tennis,2024-01-17,07:44:07,2024-01-22 12:44:07,2024-01-22 13:44:07,Cancelled,CUS00783,CEN004,EMP0033
BKG00503,Bóng đá,2024-09-28,19:39:20,2024-10-07 02:39:20,2024-10-07 04:39:20,Confirmed,CUS00696,CEN001,EMP0032
BKG00504,Bóng rổ,2024-11-17,04:50:32,2024-11-21 12:50:32,2024-11-21 15:50:32,Pending,CUS00122,CEN003,EMP0112
BKG00505,Bóng rổ,2024-07-12,13:32:44,2024-07-15 21:32:44,2024-07-15 23:32:44,Confirmed,CUS00730,CEN004,EMP0053
BKG00506,Cầu lông,2024-03-17,17:37:49,2024-03-19 20:37:49,2024-03-19 22:37:49,Pending,CUS00391,CEN004,EMP0104
BKG00507,Bóng rổ,2024-08-22,16:39:41,2024-09-01 00:39:41,2024-09-01 02:39:41,Confirmed,CUS00600,CEN001,EMP0017
BKG00508,Tennis,2024-08-13,19:45:24,2024-08-18 04:45:24,2024-08-18 06:45:24,Cancelled,CUS00179,CEN002,EMP0096
BKG00509,Bóng đá,2024-04-09,15:25:37,2024-04-12 00:25:37,2024-04-12 03:25:37,Confirmed,CUS00189,CEN002,EMP0053
BKG00510,Cầu lông,2024-01-05,07:16:10,2024-01-11 13:16:10,2024-01-11 15:16:10,Pending,CUS00465,CEN005,EMP0075
BKG00511,Bóng rổ,2024-03-09,17:01:14,2024-03-12 22:01:14,2024-03-13 00:01:14,Cancelled,CUS00605,CEN005,EMP0085
BKG00512,Cầu lông,2024-08-16,08:26:33,2024-08-25 16:26:33,2024-08-25 17:26:33,Pending,CUS00329,CEN005,EMP0095
BKG00513,Bóng rổ,2024-12-01,23:53:16,2024-12-08 07:53:16,2024-12-08 10:53:16,Confirmed,CUS00728,CEN004,EMP0058
BKG00514,Cầu lông,2024-05-24,12:51:57,2024-05-30 12:51:57,2024-05-30 14:51:57,Pending,CUS00253,CEN003,EMP0068
BKG00515,Cầu lông,2024-01-19,23:22:06,2024-01-28 03:22:06,2024-01-28 06:22:06,Pending,CUS00098,CEN003,EMP0026
BKG00516,Cầu lông,2024-10-23,21:03:29,2024-11-01 22:03:29,2024-11-01 23:03:29,Pending,CUS00413,CEN001,EMP0004
BKG00517,Bóng đá,2024-12-14,06:49:36,2024-12-15 10:49:36,2024-12-15 12:49:36,Pending,CUS00669,CEN004,EMP0120
BKG00518,Bóng rổ,2024-02-27,00:13:12,2024-03-07 01:13:12,2024-03-07 03:13:12,Cancelled,CUS00668,CEN002,EMP0110
BKG00519,Bóng đá,2024-12-04,03:39:13,2024-12-08 12:39:13,2024-12-08 13:39:13,Pending,CUS00308,CEN001,EMP0003
BKG00520,Cầu lông,2024-07-19,14:55:56,2024-07-28 21:55:56,2024-07-28 23:55:56,Pending,CUS00651,CEN005,EMP0061
BKG00521,Cầu lông,2024-01-13,21:11:08,2024-01-23 06:11:08,2024-01-23 09:11:08,Confirmed,CUS00660,CEN003,EMP0107
BKG00522,Bóng rổ,2024-04-25,09:23:02,2024-04-27 19:23:02,2024-04-27 22:23:02,Pending,CUS00304,CEN001,EMP0043
BKG00523,Cầu lông,2024-01-22,14:20:02,2024-01-30 16:20:02,2024-01-30 17:20:02,Confirmed,CUS00238,CEN001,EMP0073
BKG00524,Bóng rổ,2024-06-14,16:26:38,2024-06-21 01:26:38,2024-06-21 02:26:38,Cancelled,CUS00268,CEN005,EMP0116
BKG00525,Bóng rổ,2024-02-18,14:02:18,2024-02-27 22:02:18,2024-02-27 23:02:18,Cancelled,CUS00379,CEN004,EMP0069
BKG00526,Cầu lông,2024-12-07,12:06:20,2024-12-07 13:06:20,2024-12-07 15:06:20,Cancelled,CUS00374,CEN002,EMP0081
BKG00527,Bóng đá,2024-06-23,04:58:28,2024-07-02 10:58:28,2024-07-02 12:58:28,Pending,CUS00539,CEN004,EMP0074
BKG00528,Tennis,2024-07-05,12:38:41,2024-07-07 22:38:41,2024-07-08 01:38:41,Cancelled,CUS00790,CEN003,EMP0109
BKG00529,Bóng đá,2024-04-30,05:52:06,2024-05-03 09:52:06,2024-05-03 11:52:06,Confirmed,CUS00124,CEN002,EMP0041
BKG00530,Cầu lông,2024-01-29,04:08:45,2024-02-08 07:08:45,2024-02-08 09:08:45,Cancelled,CUS00634,CEN003,EMP0109
BKG00531,Bóng rổ,2024-02-07,15:28:56,2024-02-07 15:28:56,2024-02-07 17:28:56,Confirmed,CUS00508,CEN002,EMP0083
BKG00532,Cầu lông,2024-01-29,10:58:07,2024-02-05 15:58:07,2024-02-05 16:58:07,Pending,CUS00430,CEN001,EMP0097
BKG00533,Cầu lông,2024-01-18,11:19:23,2024-01-20 16:19:23,2024-01-20 19:19:23,Cancelled,CUS00598,CEN005,EMP0093
BKG00534,Bóng đá,2024-08-17,10:31:38,2024-08-20 18:31:38,2024-08-20 20:31:38,Pending,CUS00216,CEN004,EMP0006
BKG00535,Cầu lông,2024-04-25,20:04:39,2024-04-28 00:04:39,2024-04-28 02:04:39,Confirmed,CUS00460,CEN003,EMP0071
BKG00536,Bóng đá,2024-10-29,19:37:01,2024-11-03 02:37:01,2024-11-03 04:37:01,Pending,CUS00455,CEN005,EMP0054
BKG00537,Cầu lông,2024-10-27,18:33:15,2024-10-30 23:33:15,2024-10-31 00:33:15,Pending,CUS00709,CEN004,EMP0053
BKG00538,Tennis,2024-01-30,14:23:15,2024-02-08 15:23:15,2024-02-08 17:23:15,Cancelled,CUS00035,CEN005,EMP0110
BKG00539,Tennis,2024-02-04,21:15:41,2024-02-12 00:15:41,2024-02-12 03:15:41,Pending,CUS00552,CEN005,EMP0045
BKG00540,Bóng đá,2024-04-14,01:47:49,2024-04-19 07:47:49,2024-04-19 08:47:49,Confirmed,CUS00038,CEN005,EMP0105
BKG00541,Bóng đá,2024-08-04,20:08:48,2024-08-10 04:08:48,2024-08-10 05:08:48,Confirmed,CUS00355,CEN005,EMP0095
BKG00542,Bóng đá,2024-10-10,02:01:28,2024-10-11 07:01:28,2024-10-11 09:01:28,Confirmed,CUS00278,CEN005,EMP0051
BKG00543,Tennis,2024-04-06,15:41:44,2024-04-16 01:41:44,2024-04-16 02:41:44,Confirmed,CUS00049,CEN004,EMP0106
BKG00544,Bóng rổ,2024-01-02,01:05:56,2024-01-02 05:05:56,2024-01-02 06:05:56,Cancelled,CUS00252,CEN001,EMP0092
BKG00545,Tennis,2024-05-03,20:40:22,2024-05-07 21:40:22,2024-05-08 00:40:22,Confirmed,CUS00019,CEN002,EMP0078
BKG00546,Cầu lông,2024-03-10,05:02:51,2024-03-11 13:02:51,2024-03-11 14:02:51,Cancelled,CUS00215,CEN005,EMP0049
BKG00547,Bóng rổ,2024-10-25,15:05:27,2024-10-27 15:05:27,2024-10-27 16:05:27,Cancelled,CUS00381,CEN005,EMP0071
BKG00548,Bóng rổ,2024-09-22,19:56:03,2024-09-27 05:56:03,2024-09-27 08:56:03,Cancelled,CUS00022,CEN004,EMP0069
BKG00549,Bóng đá,2024-02-28,20:33:53,2024-03-06 01:33:53,2024-03-06 02:33:53,Cancelled,CUS00715,CEN003,EMP0012
BKG00550,Bóng rổ,2024-04-19,16:56:48,2024-04-26 01:56:48,2024-04-26 02:56:48,Pending,CUS00740,CEN002,EMP0044
BKG00551,Bóng rổ,2024-02-21,07:44:16,2024-02-24 07:44:16,2024-02-24 08:44:16,Cancelled,CUS00480,CEN003,EMP0034
BKG00552,Bóng đá,2024-07-14,09:34:54,2024-07-22 09:34:54,2024-07-22 11:34:54,Confirmed,CUS00044,CEN005,EMP0093
BKG00553,Bóng rổ,2024-01-17,12:41:20,2024-01-26 14:41:20,2024-01-26 15:41:20,Cancelled,CUS00733,CEN001,EMP0077
BKG00554,Bóng đá,2024-07-29,01:06:01,2024-08-08 05:06:01,2024-08-08 06:06:01,Pending,CUS00095,CEN002,EMP0088
BKG00555,Cầu lông,2024-11-10,20:48:06,2024-11-17 02:48:06,2024-11-17 03:48:06,Pending,CUS00344,CEN005,EMP0036
BKG00556,Tennis,2024-08-05,19:45:16,2024-08-06 00:45:16,2024-08-06 01:45:16,Confirmed,CUS00247,CEN002,EMP0085
BKG00557,Bóng đá,2024-02-13,06:40:51,2024-02-22 16:40:51,2024-02-22 18:40:51,Pending,CUS00303,CEN004,EMP0103
BKG00558,Cầu lông,2024-02-26,23:42:59,2024-02-27 04:42:59,2024-02-27 05:42:59,Cancelled,CUS00482,CEN001,EMP0061
BKG00559,Bóng rổ,2024-04-15,21:09:33,2024-04-21 01:09:33,2024-04-21 03:09:33,Confirmed,CUS00744,CEN001,EMP0111
BKG00560,Cầu lông,2024-12-22,17:21:22,2025-01-01 20:21:22,2025-01-01 21:21:22,Confirmed,CUS00769,CEN001,EMP0038
BKG00561,Bóng rổ,2024-10-16,16:16:18,2024-10-18 01:16:18,2024-10-18 04:16:18,Confirmed,CUS00747,CEN002,EMP0074
BKG00562,Tennis,2024-06-12,14:05:50,2024-06-19 20:05:50,2024-06-19 22:05:50,Pending,CUS00418,CEN002,EMP0032
BKG00563,Tennis,2024-09-30,01:34:53,2024-10-09 07:34:53,2024-10-09 08:34:53,Confirmed,CUS00238,CEN001,EMP0018
