AttendanceID,EmployeeID,ScheduleID,CheckIn,CheckOut,Status
ATT00545,EMP0050,SCH0546,2024-01-04 06:31:00,2024-01-04 12:35:00,Đúng giờ
ATT00546,EMP0110,SCH0251,2024-07-08 14:30:00,2024-07-08 14:30:00,Vắng
ATT00547,EMP0049,SCH0549,2024-08-30 05:54:00,2024-08-30 12:35:00,Đúng giờ
ATT00548,EMP0064,SCH0055,2024-12-04 05:58:00,2024-12-04 11:53:00,Đúng giờ
ATT00549,EMP0131,SCH0599,2024-12-05 08:18:00,2024-12-05 17:20:00,Trễ
ATT00550,EMP0121,SCH0067,2024-01-02 06:02:00,2024-01-02 12:26:00,Đúng giờ
ATT00551,EMP0131,SCH0384,2024-06-14 08:34:00,2024-06-14 17:26:00,Đúng giờ
ATT00552,EMP0083,SCH0383,2024-04-07 14:05:00,2024-04-07 23:00:00,Đúng giờ
ATT00553,EMP0127,SCH0486,2024-04-06 06:02:00,2024-04-06 12:25:00,Đúng giờ
ATT00554,EMP0150,SCH0038,2024-05-20 11:56:00,2024-05-20 18:13:00,Đúng giờ
ATT00555,EMP0061,SCH0406,2024-09-29 06:03:00,2024-09-29 14:09:00,Đúng giờ
ATT00556,EMP0147,SCH0161,2024-02-23 12:30:00,2024-02-23 12:30:00,Vắng
ATT00557,EMP0096,SCH0261,2024-07-24 14:24:00,2024-07-24 21:50:00,Đúng giờ
ATT00558,EMP0076,SCH0456,2024-04-17 07:57:00,2024-04-17 17:22:00,Đúng giờ
ATT00559,EMP0011,SCH0477,2024-06-08 14:30:00,2024-06-08 22:42:00,Đúng giờ
ATT00560,EMP0116,SCH0479,2024-10-24 14:01:00,2024-10-24 22:16:00,Đúng giờ
ATT00561,EMP0082,SCH0280,2024-06-10 06:25:00,2024-06-10 14:13:00,Đúng giờ
ATT00562,EMP0060,SCH0272,2024-07-25 14:01:00,2024-07-25 22:20:00,Đúng giờ
ATT00563,EMP0076,SCH0514,2024-03-28 17:52:00,2024-03-28 23:02:00,Đúng giờ
ATT00564,EMP0059,SCH0101,2024-11-05 14:31:00,2024-11-05 21:47:00,Đúng giờ
ATT00565,EMP0140,SCH0206,2024-09-04 18:00:00,2024-09-04 23:01:00,Đúng giờ
ATT00566,EMP0078,SCH0282,2024-02-17 06:24:00,2024-02-17 14:30:00,Đúng giờ
ATT00567,EMP0140,SCH0268,2024-07-26 13:59:00,2024-07-26 22:03:00,Đúng giờ
ATT00568,EMP0089,SCH0414,2024-07-30 08:30:00,2024-07-30 08:30:00,Vắng
ATT00569,EMP0149,SCH0013,2024-01-04 14:24:00,2024-01-04 22:40:00,Đúng giờ
ATT00570,EMP0059,SCH0233,2024-07-12 05:56:00,2024-07-12 14:15:00,Đúng giờ
ATT00571,EMP0060,SCH0529,2024-08-21 08:34:00,2024-08-21 17:14:00,Đúng giờ
ATT00572,EMP0088,SCH0088,2024-09-22 13:56:00,2024-09-22 22:42:00,Đúng giờ
ATT00573,EMP0107,SCH0215,2024-09-21 06:20:00,2024-09-21 14:38:00,Đúng giờ
ATT00574,EMP0036,SCH0592,2024-07-26 08:24:00,2024-07-26 17:15:00,Trễ
ATT00575,EMP0128,SCH0364,2024-03-03 08:03:00,2024-03-03 17:42:00,Đúng giờ
ATT00576,EMP0104,SCH0551,2024-08-24 05:50:00,2024-08-24 14:51:00,Đúng giờ
ATT00577,EMP0009,SCH0143,2024-06-18 06:00:00,2024-06-18 14:21:00,Đúng giờ
ATT00578,EMP0147,SCH0401,2024-08-27 08:00:00,2024-08-27 08:00:00,Vắng
ATT00579,EMP0053,SCH0401,2024-08-27 08:02:00,2024-08-27 17:27:00,Đúng giờ
ATT00580,EMP0122,SCH0112,2024-07-31 06:04:00,2024-07-31 12:55:00,Đúng giờ
ATT00581,EMP0078,SCH0096,2024-04-30 06:25:00,2024-04-30 12:17:00,Đúng giờ
ATT00582,EMP0126,SCH0028,2024-06-18 18:22:00,2024-06-18 23:39:00,Đúng giờ
ATT00583,EMP0073,SCH0211,2024-02-22 08:22:00,2024-02-22 17:44:00,Đúng giờ
ATT00584,EMP0015,SCH0378,2024-03-05 05:55:00,2024-03-05 14:35:00,Đúng giờ
ATT00585,EMP0106,SCH0401,2024-08-27 07:53:00,2024-08-27 17:23:00,Đúng giờ
ATT00586,EMP0138,SCH0429,2024-01-29 18:22:00,2024-01-29 23:39:00,Đúng giờ
ATT00587,EMP0053,SCH0134,2024-07-14 06:54:00,2024-07-14 14:42:00,Trễ
ATT00588,EMP0122,SCH0163,2024-06-18 05:59:00,2024-06-18 12:22:00,Đúng giờ
ATT00589,EMP0052,SCH0515,2024-03-15 12:04:00,2024-03-15 18:32:00,Đúng giờ
ATT00590,EMP0052,SCH0008,2024-03-08 08:00:00,2024-03-08 08:00:00,Vắng
ATT00591,EMP0115,SCH0066,2024-12-18 07:13:00,2024-12-18 14:00:00,Trễ
ATT00592,EMP0135,SCH0337,2024-11-19 09:06:00,2024-11-19 17:44:00,Trễ
ATT00593,EMP0119,SCH0590,2024-09-02 05:52:00,2024-09-02 14:33:00,Đúng giờ
ATT00594,EMP0117,SCH0356,2024-05-24 17:59:00,2024-05-24 23:40:00,Đúng giờ
ATT00595,EMP0045,SCH0426,2024-06-15 06:03:00,2024-06-15 14:44:00,Đúng giờ
ATT00596,EMP0099,SCH0188,2024-11-11 08:23:00,2024-11-11 17:10:00,Đúng giờ
ATT00597,EMP0012,SCH0246,2024-07-28 18:15:00,2024-07-28 23:02:00,Trễ
ATT00598,EMP0138,SCH0299,2024-07-04 14:22:00,2024-07-04 22:29:00,Đúng giờ
ATT00599,EMP0056,SCH0506,2024-09-13 05:53:00,2024-09-13 12:08:00,Đúng giờ
ATT00600,EMP0020,SCH0108,2024-01-24 12:30:00,2024-01-24 18:11:00,Đúng giờ
ATT00601,EMP0116,SCH0169,2024-12-24 06:21:00,2024-12-24 12:14:00,Đúng giờ
ATT00602,EMP0007,SCH0075,2024-03-11 08:04:00,2024-03-11 17:39:00,Đúng giờ
ATT00603,EMP0088,SCH0409,2024-11-22 15:00:00,2024-11-22 22:17:00,Trễ
ATT00604,EMP0003,SCH0257,2024-07-18 07:54:00,2024-07-18 17:05:00,Đúng giờ
ATT00605,EMP0119,SCH0497,2024-08-06 05:52:00,2024-08-06 14:50:00,Đúng giờ
ATT00606,EMP0063,SCH0449,2024-03-27 18:28:00,2024-03-27 22:55:00,Đúng giờ
ATT00607,EMP0044,SCH0019,2024-01-14 08:25:00,2024-01-14 17:33:00,Đúng giờ
ATT00608,EMP0032,SCH0548,2024-04-09 18:25:00,2024-04-09 23:19:00,Đúng giờ
ATT00609,EMP0003,SCH0280,2024-06-10 06:31:00,2024-06-10 13:56:00,Đúng giờ
ATT00610,EMP0056,SCH0036,2024-09-06 18:39:00,2024-09-06 23:28:00,Trễ
ATT00611,EMP0114,SCH0049,2024-12-17 13:26:00,2024-12-17 18:48:00,Trễ
ATT00612,EMP0027,SCH0400,2024-04-16 08:34:00,2024-04-16 16:48:00,Đúng giờ
ATT00613,EMP0002,SCH0050,2024-07-02 12:54:00,2024-07-02 18:27:00,Trễ
ATT00614,EMP0064,SCH0384,2024-06-14 08:47:00,2024-06-14 17:20:00,Trễ
ATT00615,EMP0005,SCH0432,2024-06-05 13:50:00,2024-06-05 22:36:00,Đúng giờ
ATT00616,EMP0050,SCH0065,2024-03-23 06:23:00,2024-03-23 12:27:00,Đúng giờ
ATT00617,EMP0043,SCH0172,2024-12-04 06:23:00,2024-12-04 12:05:00,Đúng giờ
ATT00618,EMP0083,SCH0576,2024-03-13 08:26:00,2024-03-13 17:19:00,Đúng giờ
ATT00619,EMP0102,SCH0439,2024-10-19 07:56:00,2024-10-19 17:21:00,Đúng giờ
ATT00620,EMP0092,SCH0332,2024-05-06 08:32:00,2024-05-06 17:56:00,Đúng giờ
ATT00621,EMP0081,SCH0013,2024-01-04 14:34:00,2024-01-04 22:29:00,Đúng giờ
ATT00622,EMP0017,SCH0286,2024-04-30 08:01:00,2024-04-30 17:17:00,Đúng giờ
ATT00623,EMP0018,SCH0224,2024-05-04 06:05:00,2024-05-04 11:51:00,Đúng giờ
ATT00624,EMP0138,SCH0583,2024-08-26 13:53:00,2024-08-26 22:23:00,Đúng giờ
ATT00625,EMP0084,SCH0398,2024-09-26 14:24:00,2024-09-26 22:06:00,Đúng giờ
ATT00626,EMP0045,SCH0326,2024-04-30 08:30:00,2024-04-30 08:30:00,Vắng
ATT00627,EMP0124,SCH0070,2024-05-11 08:04:00,2024-05-11 17:39:00,Đúng giờ
ATT00628,EMP0131,SCH0239,2024-07-08 06:20:00,2024-07-08 11:59:00,Đúng giờ
ATT00629,EMP0006,SCH0128,2024-04-12 18:03:00,2024-04-12 23:30:00,Đúng giờ
ATT00630,EMP0021,SCH0062,2024-02-28 06:35:00,2024-02-28 12:03:00,Đúng giờ
ATT00631,EMP0052,SCH0156,2024-09-21 18:21:00,2024-09-21 23:30:00,Đúng giờ
ATT00632,EMP0114,SCH0337,2024-11-19 08:30:00,2024-11-19 17:56:00,Đúng giờ
ATT00633,EMP0011,SCH0534,2024-09-25 12:31:00,2024-09-25 18:26:00,Trễ
ATT00634,EMP0074,SCH0025,2024-05-12 08:00:00,2024-05-12 17:36:00,Đúng giờ
ATT00635,EMP0063,SCH0211,2024-02-22 08:27:00,2024-02-22 17:58:00,Đúng giờ
ATT00636,EMP0057,SCH0391,2024-04-07 14:25:00,2024-04-07 22:13:00,Đúng giờ
ATT00637,EMP0002,SCH0067,2024-01-02 06:09:00,2024-01-02 11:57:00,Trễ
ATT00638,EMP0014,SCH0145,2024-09-08 14:30:00,2024-09-08 14:30:00,Vắng
ATT00639,EMP0033,SCH0094,2024-05-03 18:26:00,2024-05-03 23:00:00,Đúng giờ
ATT00640,EMP0130,SCH0081,2024-12-22 08:04:00,2024-12-22 17:04:00,Đúng giờ
ATT00641,EMP0043,SCH0203,2024-07-05 13:55:00,2024-07-05 22:23:00,Đúng giờ
ATT00642,EMP0064,SCH0311,2024-02-20 08:04:00,2024-02-20 17:25:00,Đúng giờ
ATT00643,EMP0052,SCH0279,2024-07-14 08:35:00,2024-07-14 16:50:00,Trễ
ATT00644,EMP0093,SCH0408,2024-10-12 08:35:00,2024-10-12 17:13:00,Đúng giờ
ATT00645,EMP0109,SCH0518,2024-04-13 06:33:00,2024-04-13 11:54:00,Đúng giờ
ATT00646,EMP0124,SCH0021,2024-01-19 14:32:00,2024-01-19 22:20:00,Trễ
ATT00647,EMP0077,SCH0551,2024-08-24 05:55:00,2024-08-24 14:31:00,Đúng giờ
ATT00648,EMP0098,SCH0475,2024-02-14 08:29:00,2024-02-14 17:09:00,Đúng giờ
ATT00649,EMP0144,SCH0493,2024-01-17 05:54:00,2024-01-17 15:00:00,Đúng giờ
ATT00650,EMP0121,SCH0201,2024-07-06 05:56:00,2024-07-06 14:15:00,Đúng giờ
ATT00651,EMP0004,SCH0513,2024-07-12 14:31:00,2024-07-12 22:16:00,Đúng giờ
ATT00652,EMP0104,SCH0426,2024-06-15 06:00:00,2024-06-15 06:00:00,Vắng
ATT00653,EMP0096,SCH0394,2024-09-24 07:52:00,2024-09-24 17:11:00,Đúng giờ
ATT00654,EMP0010,SCH0128,2024-04-12 17:55:00,2024-04-12 23:27:00,Đúng giờ
ATT00655,EMP0112,SCH0262,2024-03-30 09:23:00,2024-03-30 17:37:00,Trễ
ATT00656,EMP0131,SCH0501,2024-10-12 06:01:00,2024-10-12 14:29:00,Đúng giờ
ATT00657,EMP0015,SCH0395,2024-03-07 12:00:00,2024-03-07 12:00:00,Vắng
ATT00658,EMP0064,SCH0249,2024-12-14 06:01:00,2024-12-14 14:55:00,Đúng giờ
ATT00659,EMP0008,SCH0152,2024-02-28 08:34:00,2024-02-28 17:58:00,Đúng giờ
ATT00660,EMP0038,SCH0261,2024-07-24 14:25:00,2024-07-24 21:45:00,Đúng giờ
ATT00661,EMP0030,SCH0095,2024-09-16 12:32:00,2024-09-16 18:40:00,Đúng giờ
ATT00662,EMP0021,SCH0531,2024-07-13 07:02:00,2024-07-13 11:55:00,Trễ
ATT00663,EMP0110,SCH0259,2024-02-02 18:02:00,2024-02-02 23:52:00,Đúng giờ
ATT00664,EMP0079,SCH0422,2024-01-20 07:21:00,2024-01-20 13:50:00,Trễ
ATT00665,EMP0028,SCH0587,2024-07-05 06:27:00,2024-07-05 14:24:00,Trễ
ATT00666,EMP0069,SCH0215,2024-09-21 06:30:00,2024-09-21 06:30:00,Vắng
ATT00667,EMP0102,SCH0316,2024-12-13 13:55:00,2024-12-13 22:16:00,Đúng giờ
ATT00668,EMP0001,SCH0100,2024-07-30 06:03:00,2024-07-30 12:18:00,Đúng giờ
ATT00669,EMP0107,SCH0296,2024-08-22 06:25:00,2024-08-22 12:26:00,Đúng giờ
ATT00670,EMP0096,SCH0191,2024-05-06 12:26:00,2024-05-06 18:46:00,Đúng giờ
ATT00671,EMP0047,SCH0515,2024-03-15 12:00:00,2024-03-15 12:00:00,Vắng
ATT00672,EMP0116,SCH0581,2024-07-19 12:46:00,2024-07-19 18:27:00,Trễ
ATT00673,EMP0016,SCH0188,2024-11-11 08:47:00,2024-11-11 17:01:00,Trễ
ATT00674,EMP0105,SCH0452,2024-02-27 07:53:00,2024-02-27 17:25:00,Đúng giờ
ATT00675,EMP0043,SCH0082,2024-02-23 06:32:00,2024-02-23 14:22:00,Đúng giờ
ATT00676,EMP0071,SCH0066,2024-12-18 06:27:00,2024-12-18 14:15:00,Đúng giờ
ATT00677,EMP0125,SCH0104,2024-06-18 14:28:00,2024-06-18 22:15:00,Đúng giờ
ATT00678,EMP0150,SCH0043,2024-06-13 13:50:00,2024-06-13 22:09:00,Đúng giờ
ATT00679,EMP0134,SCH0273,2024-03-30 06:00:00,2024-03-30 06:00:00,Vắng
ATT00680,EMP0122,SCH0346,2024-10-14 06:30:00,2024-10-14 14:08:00,Đúng giờ
ATT00681,EMP0088,SCH0323,2024-12-29 18:58:00,2024-12-29 23:57:00,Trễ
ATT00682,EMP0103,SCH0388,2024-01-01 08:31:00,2024-01-01 17:06:00,Đúng giờ
ATT00683,EMP0026,SCH0004,2024-01-15 06:02:00,2024-01-15 13:53:00,Đúng giờ
ATT00684,EMP0007,SCH0126,2024-08-04 06:22:00,2024-08-04 12:29:00,Trễ
ATT00685,EMP0064,SCH0378,2024-03-05 06:05:00,2024-03-05 14:47:00,Đúng giờ
ATT00686,EMP0106,SCH0193,2024-08-24 06:30:00,2024-08-24 14:16:00,Đúng giờ
ATT00687,EMP0093,SCH0047,2024-02-03 06:30:00,2024-02-03 06:30:00,Vắng
ATT00688,EMP0084,SCH0455,2024-08-18 06:05:00,2024-08-18 14:40:00,Đúng giờ
ATT00689,EMP0021,SCH0357,2024-01-05 12:05:00,2024-01-05 18:27:00,Đúng giờ
ATT00690,EMP0026,SCH0395,2024-03-07 11:56:00,2024-03-07 18:30:00,Đúng giờ
ATT00691,EMP0037,SCH0533,2024-12-21 19:25:00,2024-12-22 00:00:00,Trễ
ATT00692,EMP0130,SCH0033,2024-03-18 11:52:00,2024-03-18 18:34:00,Đúng giờ
ATT00693,EMP0141,SCH0479,2024-10-24 14:04:00,2024-10-24 21:52:00,Đúng giờ
ATT00694,EMP0124,SCH0554,2024-02-03 12:26:00,2024-02-03 17:55:00,Đúng giờ
ATT00695,EMP0023,SCH0109,2024-07-28 06:20:00,2024-07-28 11:55:00,Đúng giờ
ATT00696,EMP0084,SCH0393,2024-11-24 18:19:00,2024-11-24 23:01:00,Trễ
ATT00697,EMP0122,SCH0127,2024-07-14 12:05:00,2024-07-14 17:50:00,Đúng giờ
ATT00698,EMP0086,SCH0230,2024-11-03 12:00:00,2024-11-03 12:00:00,Vắng
ATT00699,EMP0017,SCH0352,2024-05-28 06:32:00,2024-05-28 12:56:00,Đúng giờ
ATT00700,EMP0144,SCH0448,2024-10-31 08:19:00,2024-10-31 17:31:00,Trễ
ATT00701,EMP0030,SCH0298,2024-07-13 13:52:00,2024-07-13 22:36:00,Đúng giờ
ATT00702,EMP0049,SCH0119,2024-08-19 11:54:00,2024-08-19 18:35:00,Đúng giờ
ATT00703,EMP0098,SCH0591,2024-06-27 13:59:00,2024-06-27 21:48:00,Đúng giờ
ATT00704,EMP0138,SCH0195,2024-11-26 14:32:00,2024-11-26 22:35:00,Trễ
ATT00705,EMP0094,SCH0130,2024-12-19 17:57:00,2024-12-19 22:51:00,Đúng giờ
ATT00706,EMP0102,SCH0010,2024-08-04 06:34:00,2024-08-04 14:35:00,Đúng giờ
ATT00707,EMP0038,SCH0304,2024-07-24 19:06:00,2024-07-24 23:28:00,Trễ
ATT00708,EMP0117,SCH0151,2024-11-12 14:24:00,2024-11-12 22:27:00,Đúng giờ
ATT00709,EMP0009,SCH0328,2024-02-18 06:23:00,2024-02-18 12:02:00,Đúng giờ
ATT00710,EMP0147,SCH0490,2024-09-14 14:26:00,2024-09-14 22:46:00,Đúng giờ
ATT00711,EMP0075,SCH0386,2024-09-28 12:30:00,2024-09-28 18:24:00,Đúng giờ
ATT00712,EMP0054,SCH0231,2024-03-26 08:21:00,2024-03-26 17:26:00,Đúng giờ
ATT00713,EMP0125,SCH0402,2024-10-12 08:25:00,2024-10-12 17:16:00,Đúng giờ
ATT00714,EMP0141,SCH0402,2024-10-12 08:35:00,2024-10-12 17:37:00,Đúng giờ
ATT00715,EMP0101,SCH0401,2024-08-27 07:59:00,2024-08-27 17:33:00,Đúng giờ
ATT00716,EMP0050,SCH0562,2024-08-15 13:54:00,2024-08-15 22:35:00,Đúng giờ
ATT00717,EMP0149,SCH0056,2024-12-19 07:20:00,2024-12-19 12:34:00,Trễ
ATT00718,EMP0118,SCH0168,2024-09-30 06:04:00,2024-09-30 12:29:00,Đúng giờ
ATT00719,EMP0124,SCH0299,2024-07-04 14:48:00,2024-07-04 21:58:00,Trễ
ATT00720,EMP0051,SCH0010,2024-08-04 06:23:00,2024-08-04 14:58:00,Đúng giờ
ATT00721,EMP0038,SCH0386,2024-09-28 12:30:00,2024-09-28 12:30:00,Vắng
ATT00722,EMP0110,SCH0173,2024-09-30 12:00:00,2024-09-30 12:00:00,Vắng
ATT00723,EMP0025,SCH0365,2024-08-14 12:00:00,2024-08-14 12:00:00,Vắng
ATT00724,EMP0046,SCH0054,2024-11-23 18:00:00,2024-11-23 23:22:00,Đúng giờ
ATT00725,EMP0112,SCH0153,2024-05-03 08:02:00,2024-05-03 17:00:00,Đúng giờ
ATT00726,EMP0009,SCH0122,2024-04-17 14:35:00,2024-04-17 22:34:00,Đúng giờ
ATT00727,EMP0045,SCH0385,2024-11-02 14:55:00,2024-11-02 22:27:00,Trễ
ATT00728,EMP0023,SCH0475,2024-02-14 09:16:00,2024-02-14 17:09:00,Trễ
ATT00729,EMP0071,SCH0456,2024-04-17 07:53:00,2024-04-17 16:52:00,Đúng giờ
ATT00730,EMP0022,SCH0125,2024-10-25 14:27:00,2024-10-25 22:16:00,Đúng giờ
ATT00731,EMP0147,SCH0587,2024-07-05 05:53:00,2024-07-05 14:52:00,Đúng giờ
ATT00732,EMP0047,SCH0394,2024-09-24 08:03:00,2024-09-24 17:04:00,Đúng giờ
ATT00733,EMP0147,SCH0129,2024-12-15 17:52:00,2024-12-15 23:30:00,Đúng giờ
ATT00734,EMP0138,SCH0190,2024-08-07 11:50:00,2024-08-07 18:40:00,Đúng giờ
ATT00735,EMP0143,SCH0550,2024-03-20 09:08:00,2024-03-20 17:46:00,Trễ
ATT00736,EMP0017,SCH0532,2024-05-29 06:39:00,2024-05-29 14:30:00,Trễ
ATT00737,EMP0032,SCH0213,2024-11-30 06:30:00,2024-11-30 06:30:00,Vắng
ATT00738,EMP0031,SCH0186,2024-05-25 14:49:00,2024-05-25 21:56:00,Trễ
ATT00739,EMP0002,SCH0569,2024-09-23 08:30:00,2024-09-23 16:52:00,Đúng giờ
ATT00740,EMP0011,SCH0132,2024-11-27 14:25:00,2024-11-27 21:50:00,Đúng giờ
ATT00741,EMP0144,SCH0263,2024-01-06 12:37:00,2024-01-06 17:50:00,Trễ
ATT00742,EMP0032,SCH0519,2024-08-22 06:25:00,2024-08-22 14:12:00,Đúng giờ
ATT00743,EMP0001,SCH0255,2024-04-19 14:29:00,2024-04-19 22:57:00,Đúng giờ
ATT00744,EMP0137,SCH0456,2024-04-17 08:05:00,2024-04-17 17:29:00,Đúng giờ
ATT00745,EMP0081,SCH0536,2024-12-18 14:57:00,2024-12-18 22:53:00,Trễ
ATT00746,EMP0138,SCH0523,2024-05-05 14:23:00,2024-05-05 22:27:00,Đúng giờ
ATT00747,EMP0012,SCH0243,2024-05-11 11:54:00,2024-05-11 18:04:00,Đúng giờ
ATT00748,EMP0056,SCH0138,2024-04-09 18:26:00,2024-04-09 23:22:00,Đúng giờ
ATT00749,EMP0092,SCH0285,2024-12-15 12:33:00,2024-12-15 17:49:00,Đúng giờ
ATT00750,EMP0141,SCH0262,2024-03-30 08:25:00,2024-03-30 17:40:00,Đúng giờ
ATT00751,EMP0117,SCH0086,2024-01-24 06:30:00,2024-01-24 06:30:00,Vắng
ATT00752,EMP0109,SCH0147,2024-09-23 05:52:00,2024-09-23 12:55:00,Đúng giờ
ATT00753,EMP0069,SCH0198,2024-09-16 07:55:00,2024-09-16 17:41:00,Đúng giờ
ATT00754,EMP0040,SCH0324,2024-08-15 18:30:00,2024-08-15 18:30:00,Vắng
ATT00755,EMP0112,SCH0389,2024-01-10 14:27:00,2024-01-10 21:49:00,Đúng giờ
ATT00756,EMP0070,SCH0128,2024-04-12 18:03:00,2024-04-12 23:19:00,Đúng giờ
ATT00757,EMP0085,SCH0092,2024-11-25 12:30:00,2024-11-25 18:32:00,Đúng giờ
ATT00758,EMP0038,SCH0232,2024-11-01 13:53:00,2024-11-01 22:09:00,Đúng giờ
ATT00759,EMP0057,SCH0388,2024-01-01 08:30:00,2024-01-01 08:30:00,Vắng
ATT00760,EMP0032,SCH0180,2024-04-04 12:29:00,2024-04-04 18:22:00,Đúng giờ
ATT00761,EMP0126,SCH0098,2024-08-16 17:59:00,2024-08-16 23:50:00,Đúng giờ
ATT00762,EMP0070,SCH0102,2024-12-01 08:45:00,2024-12-01 17:35:00,Trễ
ATT00763,EMP0100,SCH0186,2024-05-25 14:02:00,2024-05-25 22:15:00,Đúng giờ
ATT00764,EMP0033,SCH0266,2024-12-01 05:54:00,2024-12-01 12:27:00,Đúng giờ
ATT00765,EMP0033,SCH0147,2024-09-23 05:58:00,2024-09-23 12:18:00,Đúng giờ
ATT00766,EMP0095,SCH0256,2024-10-08 14:03:00,2024-10-08 22:30:00,Đúng giờ
ATT00767,EMP0118,SCH0188,2024-11-11 08:31:00,2024-11-11 17:14:00,Đúng giờ
ATT00768,EMP0129,SCH0294,2024-09-26 06:33:00,2024-09-26 14:18:00,Đúng giờ
ATT00769,EMP0059,SCH0313,2024-08-18 08:22:00,2024-08-18 17:34:00,Đúng giờ
ATT00770,EMP0105,SCH0321,2024-02-06 06:45:00,2024-02-06 12:20:00,Trễ
ATT00771,EMP0020,SCH0246,2024-07-28 18:00:00,2024-07-28 18:00:00,Vắng
ATT00772,EMP0043,SCH0590,2024-09-02 05:59:00,2024-09-02 14:50:00,Đúng giờ
ATT00773,EMP0127,SCH0011,2024-05-09 12:30:00,2024-05-09 12:30:00,Vắng
ATT00774,EMP0109,SCH0521,2024-10-28 08:30:00,2024-10-28 08:30:00,Vắng
ATT00775,EMP0035,SCH0492,2024-03-11 11:53:00,2024-03-11 18:10:00,Đúng giờ
ATT00776,EMP0004,SCH0195,2024-11-26 14:52:00,2024-11-26 22:15:00,Trễ
ATT00777,EMP0109,SCH0548,2024-04-09 18:27:00,2024-04-09 23:57:00,Đúng giờ
ATT00778,EMP0136,SCH0044,2024-12-12 05:55:00,2024-12-12 12:28:00,Đúng giờ
ATT00779,EMP0135,SCH0231,2024-03-26 08:31:00,2024-03-26 17:23:00,Đúng giờ
ATT00780,EMP0132,SCH0362,2024-07-19 06:30:00,2024-07-19 06:30:00,Vắng
ATT00781,EMP0109,SCH0508,2024-01-13 12:31:00,2024-01-13 17:52:00,Đúng giờ
ATT00782,EMP0087,SCH0256,2024-10-08 14:59:00,2024-10-08 21:52:00,Trễ
ATT00783,EMP0075,SCH0307,2024-04-10 11:58:00,2024-04-10 18:28:00,Đúng giờ
ATT00784,EMP0001,SCH0583,2024-08-26 13:59:00,2024-08-26 22:26:00,Đúng giờ
ATT00785,EMP0132,SCH0037,2024-11-20 06:00:00,2024-11-20 06:00:00,Vắng
ATT00786,EMP0125,SCH0059,2024-06-03 06:04:00,2024-06-03 14:36:00,Đúng giờ
ATT00787,EMP0077,SCH0363,2024-04-08 18:31:00,2024-04-08 22:56:00,Đúng giờ
ATT00788,EMP0103,SCH0364,2024-03-03 08:03:00,2024-03-03 17:46:00,Đúng giờ
ATT00789,EMP0051,SCH0087,2024-01-07 07:54:00,2024-01-07 17:41:00,Đúng giờ
ATT00790,EMP0032,SCH0500,2024-09-22 14:28:00,2024-09-22 21:59:00,Đúng giờ
ATT00791,EMP0121,SCH0405,2024-09-22 06:01:00,2024-09-22 12:12:00,Đúng giờ
ATT00792,EMP0047,SCH0550,2024-03-20 08:41:00,2024-03-20 17:43:00,Trễ
ATT00793,EMP0113,SCH0166,2024-07-17 06:33:00,2024-07-17 14:15:00,Đúng giờ
ATT00794,EMP0092,SCH0204,2024-11-10 07:59:00,2024-11-10 16:47:00,Đúng giờ
ATT00795,EMP0035,SCH0405,2024-09-22 06:00:00,2024-09-22 11:47:00,Đúng giờ
ATT00796,EMP0042,SCH0204,2024-11-10 08:00:00,2024-11-10 08:00:00,Vắng
ATT00797,EMP0069,SCH0122,2024-04-17 14:35:00,2024-04-17 22:58:00,Đúng giờ
ATT00798,EMP0033,SCH0333,2024-11-16 12:54:00,2024-11-16 18:10:00,Trễ
ATT00799,EMP0129,SCH0399,2024-07-06 11:53:00,2024-07-06 17:46:00,Đúng giờ
ATT00800,EMP0033,SCH0160,2024-04-17 07:50:00,2024-04-17 17:58:00,Đúng giờ
ATT00801,EMP0061,SCH0054,2024-11-23 18:00:00,2024-11-23 23:12:00,Đúng giờ
ATT00802,EMP0003,SCH0445,2024-06-14 07:59:00,2024-06-14 17:16:00,Đúng giờ
ATT00803,EMP0022,SCH0440,2024-05-14 06:24:00,2024-05-14 12:47:00,Đúng giờ
ATT00804,EMP0048,SCH0256,2024-10-08 13:53:00,2024-10-08 22:01:00,Đúng giờ
ATT00805,EMP0064,SCH0440,2024-05-14 06:23:00,2024-05-14 12:59:00,Đúng giờ
ATT00806,EMP0129,SCH0186,2024-05-25 13:54:00,2024-05-25 21:59:00,Đúng giờ
ATT00807,EMP0031,SCH0136,2024-04-13 14:28:00,2024-04-13 21:57:00,Đúng giờ
ATT00808,EMP0038,SCH0437,2024-08-09 18:26:00,2024-08-09 22:50:00,Đúng giờ
ATT00809,EMP0014,SCH0390,2024-06-13 07:59:00,2024-06-13 17:59:00,Đúng giờ
ATT00810,EMP0060,SCH0228,2024-02-13 12:35:00,2024-02-13 18:18:00,Đúng giờ
ATT00811,EMP0131,SCH0438,2024-03-08 17:59:00,2024-03-08 23:22:00,Đúng giờ
ATT00812,EMP0069,SCH0373,2024-07-21 12:01:00,2024-07-21 18:30:00,Đúng giờ
ATT00813,EMP0108,SCH0253,2024-03-11 07:51:00,2024-03-11 16:56:00,Đúng giờ
ATT00814,EMP0011,SCH0001,2024-07-09 06:30:00,2024-07-09 13:58:00,Đúng giờ
ATT00815,EMP0074,SCH0484,2024-07-30 06:23:00,2024-07-30 14:42:00,Đúng giờ
ATT00816,EMP0048,SCH0259,2024-02-02 18:00:00,2024-02-02 18:00:00,Vắng
